energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,track_popularity,track_album_name,track_id,track_name,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,playlist_id
0.552,119.476,0.765,arabic,-7.524,0.193,0.492,"Metro Boomin, Travis Scott, Young Thug",82,HEROES & VILLAINS,5wG3HvLhF6Y5KTGlK0IW3J,Trance (with Travis Scott & Young Thug),7txGsnDSqVMoRl6RQ9XyZP,0,1,194787,0.175,5wG3HvLhF6Y5KTGlK0IW3J,modern,3gZgGRvDn9tTUy8n7699pD
0.764,140.113,0.882,arabic,-5.241,0.119,0.886,"Central Cee, Lil Baby",81,BAND4BAND (feat. Lil Baby),7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),4AzPr5SUpNF553eC1d3aRy,1,11,140733,0.359,7iabz12vAuVQYyekFIWJxD,modern,3gZgGRvDn9tTUy8n7699pD
0.634,101.837,0.502,arabic,-3.367,0.188,0.645,"Asake, Wizkid",72,Lungu Boy,13VXuHw3O8Yt7VwRIDqSo4,MMS,3kS42vslfpYnxWkGN4JvlW,0,8,219628,0.677,13VXuHw3O8Yt7VwRIDqSo4,modern,3gZgGRvDn9tTUy8n7699pD
0.64,112.984,0.869,arabic,-7.677,0.0747,0.535,"Asake, Travis Scott",68,Lungu Boy,1qxKva4IzWde7m2jLpZvDU,Active,3kS42vslfpYnxWkGN4JvlW,0,5,172598,0.011,1qxKva4IzWde7m2jLpZvDU,modern,3gZgGRvDn9tTUy8n7699pD
0.719,113.012,0.897,arabic,-7.164,0.0677,0.546,"Smur Lee, ODUMODUBLVCK, Shallipopi",71,JUJU (feat. Shallipopi),6XBIOtdSL47qn201KKNCA0,JUJU (feat. Shallipopi),6xtWvj11zaodhnfa7izxCL,0,6,157756,0.116,6XBIOtdSL47qn201KKNCA0,modern,3gZgGRvDn9tTUy8n7699pD
0.668,87.973,0.573,arabic,-4.356,0.109,0.145,"Metro Boomin, Future, Don Toliver",82,HEROES & VILLAINS,2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),7txGsnDSqVMoRl6RQ9XyZP,0,7,199920,0.189,2Hh3ETdQKrmSI3QS0hme7g,modern,3gZgGRvDn9tTUy8n7699pD
0.52,95.865,0.578,arabic,-8.399,0.124,0.425,"FOLA, Bnxn",68,alone (Remix),2GSK9VfsKWpVOV6ZzKiMA4,alone - Remix,1bE7lrP5TzEIX3UHiwMhKR,0,11,154579,0.554,2GSK9VfsKWpVOV6ZzKiMA4,modern,3gZgGRvDn9tTUy8n7699pD
0.841,147.989,0.754,arabic,-4.563,0.0903,0.838,Rema,68,HEIS,7ySC0IjVS1PMEdsZOvsUK2,OZEBA,2DDaN7Pgx9uDPd8IbWWW9H,1,2,137684,0.136,7ySC0IjVS1PMEdsZOvsUK2,modern,3gZgGRvDn9tTUy8n7699pD
0.683,145.379,0.501,arabic,-7.881,0.0685,0.623,"Bnxn, Rema",71,Fi Kan We Kan,771KDfpsOtJPQmocQpMdkR,Fi Kan We Kan,6EKtDHfQtcqhwIPoZr7jTp,0,6,161379,0.109,771KDfpsOtJPQmocQpMdkR,modern,3gZgGRvDn9tTUy8n7699pD
0.648,93.2,0.737,arabic,-5.493,0.105,0.746,"Wizkid, Brent Faiyaz",77,Piece of My Heart (feat. Brent Faiyaz),2nYeyMeqYDiFSYYtl2BWD6,Piece of My Heart (feat. Brent Faiyaz),2aM3higgzzkjpJf4EDJ8Gq,1,1,259354,0.252,2nYeyMeqYDiFSYYtl2BWD6,modern,3gZgGRvDn9tTUy8n7699pD
0.541,139.978,0.716,arabic,-7.909,0.115,0.387,"Lil Baby, Gunna, Lil Uzi Vert",72,Harder Than Ever,2bSk87AVkCIIC3Bcligq1z,Life Goes On,7yf9ZJyHRbp8sHtpDKfPpt,1,1,247055,0.0021,2bSk87AVkCIIC3Bcligq1z,modern,3gZgGRvDn9tTUy8n7699pD
0.874,118.079,0.774,arabic,-5.641,0.413,0.927,Wizkid,75,Kese (Dance),27durTCg4qj3qAbKsSVNX4,Kese (Dance),2sE6Gv7CIc5jUFffN3zsaS,0,5,174053,0.142,27durTCg4qj3qAbKsSVNX4,modern,3gZgGRvDn9tTUy8n7699pD
0.52,120.001,0.672,pop,-7.747,0.115,0.37,One Direction,89,FOUR (Deluxe),5O2P9iiztwhomNh8xkR9lJ,Night Changes,4gCNyS7pidfK3rKWhB3JOY,1,8,226600,0.859,5O2P9iiztwhomNh8xkR9lJ,soft,37i9dQZF1DWTwnEm1IYyoj
0.366,141.981,0.604,pop,-7.519,0.133,0.13,Adele,77,Easy On Me,0gplL1WMoJ6iYaPgMCL0gX,Easy On Me,224jZ4sUX7OhAuMwaxp86S,1,5,224695,0.578,0gplL1WMoJ6iYaPgMCL0gX,soft,37i9dQZF1DWTwnEm1IYyoj
0.422,119.964,0.53,pop,-6.262,0.107,0.349,Miley Cyrus,78,Bangerz (Deluxe Version),2vwlzO0Qp8kfEtzTsCXfyE,Wrecking Ball,3RDqXDc1bAETps54MSSOW0,1,5,221360,0.407,2vwlzO0Qp8kfEtzTsCXfyE,soft,37i9dQZF1DWTwnEm1IYyoj
0.264,119.93,0.422,pop,-7.064,0.132,0.331,John Legend,83,Love In The Future (Expanded Edition),3U4isOIWM3VvDubwSI3y7a,All of Me,4OTAx9un4e6NfoHuVRiOrC,1,8,269560,0.922,3U4isOIWM3VvDubwSI3y7a,soft,37i9dQZF1DWTwnEm1IYyoj
0.547,95,0.778,pop,-7.273,0.132,0.442,"P!nk, Nate Ruess",83,The Truth About Love,1mKXFLRA179hdOWQBwUk9e,Just Give Me a Reason (feat. Nate Ruess),2Q9oTK48eb85waX1fFJsvj,1,2,242733,0.344,1mKXFLRA179hdOWQBwUk9e,soft,37i9dQZF1DWTwnEm1IYyoj
0.706,122.013,0.663,pop,-4.972,0.115,0.474,OneRepublic,71,Native,6sy3LkhNFjJWlaeSMNwQ62,Counting Stars,2bbhW5ifCwOYM8DMkqoYBF,0,1,257840,0.0654,6sy3LkhNFjJWlaeSMNwQ62,soft,37i9dQZF1DWTwnEm1IYyoj
0.779,173.799,0.468,pop,-4.839,0.101,0.26,Sia,77,This Is Acting (Deluxe Version),1yvMUkIOTeUNtNWlWRgANS,Unstoppable,2eV6DIPDnGl1idcjww6xyX,1,9,217747,0.112,1yvMUkIOTeUNtNWlWRgANS,soft,37i9dQZF1DWTwnEm1IYyoj
0.661,173.372,0.429,pop,-7.227,0.234,0.285,Coldplay,89,Parachutes,3AJwUDP919kvQ9QcozQPxg,Yellow,6ZG5lRT77aJ3btmArcykra,1,11,266773,0.00239,3AJwUDP919kvQ9QcozQPxg,soft,37i9dQZF1DWTwnEm1IYyoj
0.454,159.982,0.689,pop,-7.643,0.0707,0.912,Djo,89,DECIDE,3qhlB30KknSejmIvZZLjOD,End of Beginning,4JDXBZdRPId4devseaAOKH,1,2,159246,0.0351,3qhlB30KknSejmIvZZLjOD,soft,37i9dQZF1DWTwnEm1IYyoj
0.715,155.925,0.315,pop,-8.072,0.0942,0.497,The Goo Goo Dolls,87,Dizzy up the Girl,6Qyc6fS4DsZjB2mRW9DsQs,Iris,4UMjBXcRqIgMZ1XumU2x5T,0,11,289533,0.00125,6Qyc6fS4DsZjB2mRW9DsQs,soft,37i9dQZF1DWTwnEm1IYyoj
0.5,117.896,0.664,pop,-6.935,0.0966,0.801,Noah Kahan,87,Stick Season,0mflMxspEfB0VbI1kyLiAv,Stick Season,50ZenUP4O2Q5eCy2NRNvuz,1,9,182347,0.799,0mflMxspEfB0VbI1kyLiAv,soft,37i9dQZF1DWTwnEm1IYyoj
0.28,72.795,0.612,pop,-8.648,0.088,0.387,Bruno Mars,87,Unorthodox Jukebox,0nJW01T7XtvILxQgC5J7Wh,When I Was Your Man,58ufpQsJ1DS5kq4hhzQDiI,1,0,213827,0.932,0nJW01T7XtvILxQgC5J7Wh,soft,37i9dQZF1DWTwnEm1IYyoj
0.663,121.07,0.6,pop,-5.802,0.119,0.286,One Direction,86,Midnight Memories (Deluxe),4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,7p1fX8aUySrBdx4WSYspOu,1,3,245493,0.225,4nVBt6MZDDP6tRVdQTgxJg,soft,37i9dQZF1DWTwnEm1IYyoj
0.537,122.769,0.445,pop,-8.532,0.0944,0.131,Tom Odell,86,Long Way Down (Deluxe),3JvKfv6T31zO0ini8iNItO,Another Love,0Gf1yE895FKK4YWVRuAeg8,0,4,244360,0.695,3JvKfv6T31zO0ini8iNItO,soft,37i9dQZF1DWTwnEm1IYyoj
0.635,103.019,0.617,pop,-6.769,0.164,0.446,"The Chainsmokers, Coldplay",86,Memories...Do Not Open,6RUKPb4LETWmmr3iAEQktW,Something Just Like This,4JPguzRps3kuWDD5GS6oXr,0,11,247160,0.0498,6RUKPb4LETWmmr3iAEQktW,soft,37i9dQZF1DWTwnEm1IYyoj
0.296,115.284,0.351,pop,-10.109,0.095,0.12,"Billie Eilish, Khalid",86,lovely (with Khalid),0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),2sBB17RXTamvj7Ncps15AK,0,4,200186,0.934,0u2P5u6lvoDfwTYjAADbn4,soft,37i9dQZF1DWTwnEm1IYyoj
0.697,138.992,0.74,pop,-4.912,0.224,0.732,Sabrina Carpenter,86,emails i can't send,6dgUya35uo964z7GZXM07g,Nonsense,5kDmlA2g9Y1YCbNo2Ufxlz,1,8,163648,0.0268,6dgUya35uo964z7GZXM07g,soft,37i9dQZF1DWTwnEm1IYyoj
0.652,95.977,0.825,pop,-3.183,0.0931,0.931,Ed Sheeran,86,÷ (Deluxe),7qiZfU4dY1lWllzX7mPBI3,Shape of You,3T4tUhGYeRNVUGevb0wThu,0,1,233713,0.581,7qiZfU4dY1lWllzX7mPBI3,soft,37i9dQZF1DWTwnEm1IYyoj
0.192,175.212,0.369,pop,-12.151,0.0954,0.148,Zach Bryan,85,Something in the Orange,3WMj8moIAXJhHsyLaqIIHI,Something in the Orange,1CmTOKCeyz1aHH04OwvTPv,0,4,228013,0.555,3WMj8moIAXJhHsyLaqIIHI,soft,37i9dQZF1DWTwnEm1IYyoj
0.841,109.021,0.635,pop,-5.379,0.0622,0.424,Bruno Mars,85,Doo-Wops & Hooligans,7BqBn9nzAq8spo5e7cZ0dJ,Just the Way You Are,1uyf3l2d4XYwiEqAb7t7fX,1,5,220734,0.0134,7BqBn9nzAq8spo5e7cZ0dJ,soft,37i9dQZF1DWTwnEm1IYyoj
0.557,85.043,0.358,pop,-7.398,0.0902,0.494,James Arthur,85,Back from the Edge,5uCax9HTNlzGybIStD3vDh,Say You Won't Let Go,7oiJYvEJHsmYtrgviAVIBD,1,10,211467,0.695,5uCax9HTNlzGybIStD3vDh,soft,37i9dQZF1DWTwnEm1IYyoj
0.607,81.001,0.684,pop,-8.127,0.191,0.498,Miguel,85,All I Want Is You,0JXXNGljqupsJaZsgSbMZV,Sure Thing,493HYe7N5pleudEZRyhE7R,0,11,195373,0.0267,0JXXNGljqupsJaZsgSbMZV,soft,37i9dQZF1DWTwnEm1IYyoj
0.448,95.05,0.599,pop,-6.312,0.106,0.168,Ed Sheeran,86,÷ (Deluxe),0tgVpDi06FyKpA1z0VMD4v,Perfect,3T4tUhGYeRNVUGevb0wThu,1,8,263400,0.163,0tgVpDi06FyKpA1z0VMD4v,soft,37i9dQZF1DWTwnEm1IYyoj
0.442,146.277,0.557,pop,-7.224,0.11,0.213,Coldplay,84,A Rush of Blood to the Head,75JFxkI2RXiU7L9VXzMkle,The Scientist,0RHX9XECH8IVI3LNgWDpmQ,1,5,309600,0.731,75JFxkI2RXiU7L9VXzMkle,soft,37i9dQZF1DWTwnEm1IYyoj
0.552,75.881,0.346,pop,-6.864,0.114,0.0789,Adele,84,Skyfall,6VObnIkLVruX4UVyxWhlqm,Skyfall,6TwN6Lq9glwnG8kNp6chHY,0,0,286480,0.417,6VObnIkLVruX4UVyxWhlqm,soft,37i9dQZF1DWTwnEm1IYyoj
0.822,167.997,0.604,pop,-4.833,0.147,0.288,Imagine Dragons,84,Evolve,1zB4vmk8tFRmM9UULNzbLB,Thunder,33pt9HBdGlAbRGBHQgsZsU,1,0,187147,0.00672,1zB4vmk8tFRmM9UULNzbLB,soft,37i9dQZF1DWTwnEm1IYyoj
0.543,68.534,0.359,pop,-7.582,0.118,0.453,Taylor Swift,84,Lover,1dGr1c8CrMLDpV6mPbImSI,Lover,1NAmidJlEaVgA3MpcPFYGq,1,7,221307,0.492,1dGr1c8CrMLDpV6mPbImSI,soft,37i9dQZF1DWTwnEm1IYyoj
0.763,120.042,0.695,pop,-3.497,0.0863,0.551,Post Malone,83,Hollywood's Bleeding,21jGcNKet2qwijlDFuPiPb,Circles,4g1ZRSobMefqF6nelkgibi,1,0,215280,0.189,21jGcNKet2qwijlDFuPiPb,soft,37i9dQZF1DWTwnEm1IYyoj
0.425,102.078,0.357,pop,-7.301,0.322,0.27,Conan Gray,83,Kid Krow,4xqrdfXkTW4T0RauPLv3WA,Heather,2CMlkzFI2oDAy5MbyV7OV5,1,5,198040,0.584,4xqrdfXkTW4T0RauPLv3WA,soft,37i9dQZF1DWTwnEm1IYyoj
0.741,153.96,0.601,pop,-5.569,0.415,0.441,Justin Bieber,83,Justice,6I3mqTwhRpn34SLVafSH7G,Ghost,5dGWwsZ9iB2Xc3UKR0gif2,1,2,153190,0.185,6I3mqTwhRpn34SLVafSH7G,soft,37i9dQZF1DWTwnEm1IYyoj
0.713,120.032,0.742,pop,-5.522,0.059,0.879,Maroon 5,83,V,4gbVRS8gloEluzf0GzDOFc,Maps,2Auw0pTT6EcQdvHNimhLQI,0,1,189960,0.0205,4gbVRS8gloEluzf0GzDOFc,soft,37i9dQZF1DWTwnEm1IYyoj
0.379,107.989,0.614,pop,-10.48,0.0986,0.201,Ed Sheeran,84,x (Deluxe Edition),1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,1xn54DMo2qIqBuMqHtUsFd,1,4,258987,0.607,1HNkqx9Ahdgi1Ixy2xkKkL,soft,37i9dQZF1DWTwnEm1IYyoj
0.754,149.789,0.752,pop,-6.684,0.0486,0.755,Shawn Mendes,82,Handwritten,5jsw9uXEGuKyJzs0boZ1bT,Stitches,6sUOosXuYt0oUeczJRbedZ,1,1,206880,0.0151,5jsw9uXEGuKyJzs0boZ1bT,soft,37i9dQZF1DWTwnEm1IYyoj
0.417,138.178,0.209,pop,-8.74,0.113,0.124,Coldplay,82,X&Y,7LVHVU3tWfcxj5aiPFEW4Q,Fix You,4E7bV0pzG0LciBSWTszra6,1,3,295533,0.164,7LVHVU3tWfcxj5aiPFEW4Q,soft,37i9dQZF1DWTwnEm1IYyoj
0.603,97.994,0.712,pop,-5.52,0.115,0.67,Luke Combs,82,Gettin' Old,1Lo0QY9cvc8sUB2vnIOxDT,Fast Car,5Uly85dJHHDfHQCsyUQ8gw,1,8,265493,0.186,1Lo0QY9cvc8sUB2vnIOxDT,soft,37i9dQZF1DWTwnEm1IYyoj
0.574,111.881,0.459,pop,-4.857,0.0885,0.183,Lewis Capaldi,81,Divinely Uninspired To A Hellish Extent (Extended Edition),2gMXnyrvIjhVBUZwvLZDMP,Before You Go,2wiPF3m0ylst0JSk1IvZL8,1,3,215107,0.608,2gMXnyrvIjhVBUZwvLZDMP,soft,37i9dQZF1DWTwnEm1IYyoj
0.648,96.888,0.633,pop,-6.645,0.161,0.49,Taylor Swift,81,Midnights,0V3wPSX9ygBnCm8psDIegu,Anti-Hero,151w1FgRZfnKZA9FEcg9Z3,1,4,200690,0.121,0V3wPSX9ygBnCm8psDIegu,soft,37i9dQZF1DWTwnEm1IYyoj
0.776,77.987,0.585,pop,-5.898,0.3,0.427,Avril Lavigne,81,Let Go,5xEM5hIgJ1jjgcEBfpkt2F,Complicated,3zXjR3y2dUWklKmmp6lEhy,1,5,244507,0.0572,5xEM5hIgJ1jjgcEBfpkt2F,soft,37i9dQZF1DWTwnEm1IYyoj
0.585,139.631,0.449,pop,-6.761,0.0833,0.212,Coldplay,81,Mylo Xyloto,6nek1Nin9q48AVZcWs9e9D,Paradise,2R7iJz5uaHjLEVnMkloO18,1,5,278719,0.0509,6nek1Nin9q48AVZcWs9e9D,soft,37i9dQZF1DWTwnEm1IYyoj
0.327,91.05,0.775,pop,-7.241,0.0821,0.595,Maroon 5,82,JORDI (Deluxe),4cktbXiXOapiLBMprHFErI,Memories,1pCA38N6MkLlthXtAOvZTU,1,11,189486,0.841,4cktbXiXOapiLBMprHFErI,soft,37i9dQZF1DWTwnEm1IYyoj
0.445,78.998,0.781,pop,-6.061,0.184,0.591,Ed Sheeran,81,x (Deluxe Edition),34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,1xn54DMo2qIqBuMqHtUsFd,1,2,281560,0.474,34gCuhDGsG4bRPIf9bb02f,soft,37i9dQZF1DWTwnEm1IYyoj
0.638,79.064,0.481,pop,-5.862,0.154,0.497,Train,80,Drops Of Jupiter,2hKdd3qO7cWr2Jo0Bcs0MA,Drops of Jupiter (Tell Me),6j6Zgm7vzAZegr48UppFVT,1,0,259933,0.153,2hKdd3qO7cWr2Jo0Bcs0MA,soft,37i9dQZF1DWTwnEm1IYyoj
0.845,110.056,0.671,pop,-4.93,0.329,0.775,Dua Lipa,80,Dance The Night (From Barbie The Album),1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,5cH7FqB7JD5q1tJXJ7FHYu,0,11,176579,0.0207,1vYXt7VSjH9JIM5oRRo7vA,soft,37i9dQZF1DWTwnEm1IYyoj
0.797,139.994,0.704,pop,-5.927,0.0546,0.825,OneRepublic,79,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,04PEOM6kIEeq9lRp1asNP2,1,0,148486,0.0826,4h9wh7iOZ0GGn8QVp4RAOB,soft,37i9dQZF1DWTwnEm1IYyoj
0.628,103.998,0.674,pop,-7.079,0.0944,0.552,P!nk,79,The Truth About Love,1jF7IL57ayN4Ity3jQqGu0,Try,2Q9oTK48eb85waX1fFJsvj,1,2,247907,0.00144,1jF7IL57ayN4Ity3jQqGu0,soft,37i9dQZF1DWTwnEm1IYyoj
0.862,95.051,0.712,pop,-4.612,0.093,0.809,Maroon 5,82,Songs About Jane: 10th Anniversary Edition,6ECp64rv50XVz93WvxXMGF,This Love,5zClcGCSWj926AMjvBNSLc,0,5,206200,0.0525,6ECp64rv50XVz93WvxXMGF,soft,37i9dQZF1DWTwnEm1IYyoj
0.473,119.992,0.765,pop,-5.829,0.391,0.34,Lukas Graham,79,Lukas Graham,5kqIPrATaCc2LqxVWzQGbk,7 Years,4rFrdkSWs0dtj0rWPzOk1v,1,10,237300,0.287,5kqIPrATaCc2LqxVWzQGbk,soft,37i9dQZF1DWTwnEm1IYyoj
0.465,89.087,0.449,pop,-8.964,0.303,0.543,Giveon,79,TAKE TIME,3FAJ6O0NOHQV8Mc5Ri6ENp,Heartbreak Anniversary,1zHR48K6XtWYm6bhrw4J6C,1,0,198371,0.524,3FAJ6O0NOHQV8Mc5Ri6ENp,soft,37i9dQZF1DWTwnEm1IYyoj
0.798,116.032,0.796,pop,-6.312,0.0952,0.942,"Elton John, Dua Lipa, PNAU",79,Cold Heart (PNAU Remix),6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,5D8Rdb09BkmHscEGSWAlA6,1,1,202735,0.034,6zSpb8dQRaw0M1dK8PBwQz,soft,37i9dQZF1DWTwnEm1IYyoj
0.53,108.038,0.63,pop,-7.259,0.177,0.417,"Meghan Trainor, John Legend",78,Title (Deluxe),2YlZnw2ikdb837oKMKjBkW,Like I'm Gonna Lose You (feat. John Legend),5W98Ab4VvQEuFEE4TIe5fE,1,0,225053,0.4,2YlZnw2ikdb837oKMKjBkW,soft,37i9dQZF1DWTwnEm1IYyoj
0.55,101.19,0.551,pop,-5.339,0.202,0.342,"Stephen Sanchez, Em Beihold",78,Until I Found You (Em Beihold Version),1Y3LN4zO1Edc2EluIoSPJN,Until I Found You (with Em Beihold) - Em Beihold Version,7ARtQpvnPN2ucbmVHngLOs,1,10,176440,0.777,1Y3LN4zO1Edc2EluIoSPJN,soft,37i9dQZF1DWTwnEm1IYyoj
0.663,102,0.651,pop,-5.569,0.0994,0.465,Maroon 5,80,Songs About Jane: 10th Anniversary Edition,4llK75pXNWZz6KAho2Gp16,She Will Be Loved - Radio Mix,5zClcGCSWj926AMjvBNSLc,0,0,259453,0.228,4llK75pXNWZz6KAho2Gp16,soft,37i9dQZF1DWTwnEm1IYyoj
0.401,111.825,0.677,pop,-8.467,0.116,0.195,Niall Horan,78,Flicker (Deluxe),0qvzXomUDJVaUboy2wMfiS,This Town,7ahctQBwcSxDdP0fRAPo2p,1,9,232852,0.712,0qvzXomUDJVaUboy2wMfiS,soft,37i9dQZF1DWTwnEm1IYyoj
0.699,114.481,0.85,pop,-3.292,0.32,0.915,Paul Russell,78,Lil Boo Thang,0cVyQfDyRnMJ0V3rjjdlU3,Lil Boo Thang,1j5AROUr8rq5xb2CXDIH1c,1,0,114234,0.152,0cVyQfDyRnMJ0V3rjjdlU3,soft,37i9dQZF1DWTwnEm1IYyoj
0.764,169.928,0.591,pop,-5.484,0.103,0.478,"The Kid LAROI, Justin Bieber",78,STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),4QLAtpLNUsHEYrcHXmMIZZ,1,1,141806,0.0383,5HCyWlXZPP0y6Gqq8TgA20,soft,37i9dQZF1DWTwnEm1IYyoj
0.45,178.765,0.597,pop,-6.658,0.382,0.537,"Ariana Grande, Justin Bieber",78,Stuck with U,4HBZA5flZLE435QTztThqH,Stuck with U (with Justin Bieber),5mUdh6YWnUvf0MfklEk1oi,1,8,228482,0.223,4HBZA5flZLE435QTztThqH,soft,37i9dQZF1DWTwnEm1IYyoj
0.82,144.905,0.621,pop,-4.865,0.104,0.452,Bruno Mars,78,Doo-Wops & Hooligans,6SKwQghsR8AISlxhcwyA9R,Marry You,6J84szYCnMfzEcvIcfWMFL,1,10,230192,0.332,6SKwQghsR8AISlxhcwyA9R,soft,37i9dQZF1DWTwnEm1IYyoj
0.174,112.672,0.681,pop,-8.745,0.0983,0.231,Calum Scott,78,Only Human (Deluxe),2BOqDYLOJBiMOXShCV1neZ,Dancing On My Own,6Vip5A5NmEazvKuxj6GLYf,1,1,260285,0.837,2BOqDYLOJBiMOXShCV1neZ,soft,37i9dQZF1DWTwnEm1IYyoj
0.488,136.07,0.752,pop,-7.05,0.0936,0.533,Halsey,78,Manic,6FZDfxM3a3UCqtzo5pxSLZ,Without Me,68enXe5XcJdciSDAZr0Alr,1,6,201661,0.293,6FZDfxM3a3UCqtzo5pxSLZ,soft,37i9dQZF1DWTwnEm1IYyoj
0.738,119.976,0.721,pop,-4.77,0.118,0.637,"Marshmello, Jonas Brothers",77,Leave Before You Love Me,4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),66JuK41D3LpkbX3HCTGcQk,1,7,154983,0.00226,4qu63nuBpdn0qHUHuObEj1,soft,37i9dQZF1DWTwnEm1IYyoj
0.902,100.012,0.673,pop,-2.392,0.0558,0.536,American Authors,77,"Oh, What A Life",5Hroj5K7vLpIG4FNCRIjbP,Best Day Of My Life,0V4laGZGshNCpurfIdUhHv,1,2,194240,0.0591,5Hroj5K7vLpIG4FNCRIjbP,soft,37i9dQZF1DWTwnEm1IYyoj
0.788,120.076,0.748,pop,-7.055,0.0863,0.884,Maroon 5,78,V,2iuZJX9X9P0GKaE93xcPjk,Sugar,2Auw0pTT6EcQdvHNimhLQI,1,1,235493,0.0591,2iuZJX9X9P0GKaE93xcPjk,soft,37i9dQZF1DWTwnEm1IYyoj
0.657,107.01,0.753,pop,-3.061,0.112,0.437,"Zedd, Maren Morris, Grey",76,The Middle,09IStsImFySgyp0pIQdqAc,The Middle,7nEiwcUSwycvC77kZ9ub7c,1,7,184732,0.171,09IStsImFySgyp0pIQdqAc,soft,37i9dQZF1DWTwnEm1IYyoj
0.342,102.819,0.516,pop,-8.985,0.21,0.0993,Selena Gomez,76,Rare,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,3YPFaTR7WMi1Hd4NVKdCJx,1,4,206459,0.55,4l0Mvzj72xxOpRrp6h8nHi,soft,37i9dQZF1DWTwnEm1IYyoj
0.794,114.066,0.601,pop,-5.844,0.418,0.244,"Mark Ronson, Miley Cyrus",76,Late Night Feelings,02dRkCEc8Q5ch4TTcnLxOn,Nothing Breaks Like a Heart (feat. Miley Cyrus),6vdLdzihSWxV8FgWU2GSvA,0,7,217099,0.00987,02dRkCEc8Q5ch4TTcnLxOn,soft,37i9dQZF1DWTwnEm1IYyoj
0.673,203.812,0.492,pop,-5.431,0.137,0.488,Morgan Wallen,76,3 Songs At A Time Sampler,59uQI0PADDKeE6UZDTJEe8,Last Night,7fOmdhRrRohTzToL617xkk,1,6,163855,0.413,59uQI0PADDKeE6UZDTJEe8,soft,37i9dQZF1DWTwnEm1IYyoj
0.426,84.876,0.674,pop,-9.504,0.132,0.337,Lorde,76,Pure Heroine,2dLLR6qlu5UJ5gk0dKz0h3,Royals,0rmhjUgoVa17LZuS8xWQ3v,1,7,190185,0.12,2dLLR6qlu5UJ5gk0dKz0h3,soft,37i9dQZF1DWTwnEm1IYyoj
0.656,104.036,0.638,pop,-5.886,0.146,0.225,Leona Lewis,75,Spirit,7wZUrN8oemZfsEd1CGkbXE,Bleeding Love,0VaAFegRAAn4OCg7p4QjN5,1,5,262467,0.188,7wZUrN8oemZfsEd1CGkbXE,soft,37i9dQZF1DWTwnEm1IYyoj
0.825,94.931,0.56,pop,-3.862,0.161,0.268,Vanessa Carlton,75,Be Not Nobody,4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles,5e7T2qUigzt0oIr50KsOld,1,11,237493,0.323,4w1lzcaoZ1IC2K5TwjalRP,soft,37i9dQZF1DWTwnEm1IYyoj
0.792,119.054,0.627,pop,-4.311,0.0845,0.415,Taylor Swift,75,Fearless (Taylor's Version),6YvqWjhGD8mB5QXcbcUKtx,Love Story (Taylor’s Version),4hDok0OAJd57SGIT8xuWJH,1,2,235767,0.13,6YvqWjhGD8mB5QXcbcUKtx,soft,37i9dQZF1DWTwnEm1IYyoj
0.54,116.947,0.759,pop,-6.039,0.0945,0.75,"Shawn Mendes, Camila Cabello",75,Señorita,0TK2YIli7K1leLovkQiNik,Señorita,2ZaX1FdZCwchXl1QZiD4O4,0,9,190960,0.037,0TK2YIli7K1leLovkQiNik,soft,37i9dQZF1DWTwnEm1IYyoj
0.683,159.878,0.515,pop,-5.099,0.392,0.572,Katy Perry,74,Teenage Dream: The Complete Confection,5JLv62qFIS1DR3zGEcApRt,Wide Awake,5BvgP623rtvlc0HDcpzquz,1,5,220947,0.0749,5JLv62qFIS1DR3zGEcApRt,soft,37i9dQZF1DWTwnEm1IYyoj
0.444,150.96,0.703,pop,-9.331,0.0973,0.712,Jason Mraz,74,We Sing. We Dance. We Steal Things.,1EzrEOXmMH3G43AXT1y7pA,I'm Yours,04G0YylSjvDQZrjOfE5jA5,1,11,242947,0.559,1EzrEOXmMH3G43AXT1y7pA,soft,37i9dQZF1DWTwnEm1IYyoj
0.719,112.027,0.558,pop,-5.113,0.115,0.371,The Calling,74,Camino Palmero,5QpaGzWp0hwB5faV8dkbAz,Wherever You Will Go,2Ir1mtE8K61cCNY5WQyKGV,1,2,208600,0.0367,5QpaGzWp0hwB5faV8dkbAz,soft,37i9dQZF1DWTwnEm1IYyoj
